Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
3,PizzaGalleria,9,346,22-Jan-24,31-Mar-24,1-Feb-24,Entrepreneurial Brilliance,Rahul Dua,Food and Beverage,100% Veg Pizza,https://pizzagalleria.in/,2015.0,2.0,2.0,,,0.0,Middle,Gohana,Haryana,115.0,,,15.0,,,,,,,100.0,2.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,AiCars,9,347,22-Jan-24,31-Mar-24,1-Feb-24,Entrepreneurial Brilliance,Rahul Dua,Vehicles/Electrical Vehicles,Hydrogen powered AI Car,https://aicars.in/,2021.0,1.0,1.0,,,0.0,Young,Yavatmal,Maharashtra,,,,,,,,,,,200.0,4.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,RooftopApp,9,348,22-Jan-24,31-Mar-24,1-Feb-24,Entrepreneurial Brilliance,Rahul Dua,Technology/Software,Art Learning platform,https://rooftopapp.com/,2019.0,1.0,1.0,,,0.0,Middle,Mumbai,Maharashtra,,,,,,yes,,,,,200.0,4.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,GoenchiFeni,10,349,22-Jan-24,31-Mar-24,2-Feb-24,Pitching Innovation,Rahul Dua,Liquor/Alcohol,Alcohol brand,https://www.goenchi.com/homepage/,2023.0,2.0,1.0,1.0,,0.0,Middle,Goa,Goa,,,42.0,,,,,,,,100.0,5.0,2000.0,1,1.0,200.0,15.0,,,1333.333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,15.0,,Deepinder Goyal,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,Arata,10,350,22-Jan-24,31-Mar-24,2-Feb-24,Pitching Innovation,Rahul Dua,Beauty/Fashion,Hair care,https://www.arata.in/,2018.0,2.0,2.0,,,0.0,Middle,Delhi,Delhi,170.0,200.0,,5.0,,,,,,,100.0,1.25,8000.0,1,1.0,100.0,1.33,,,7518.796992,2.0,yes,,,0.6,50.0,0.665,,50.0,0.665,,,,,,,,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,Vecros,10,351,22-Jan-24,31-Mar-24,2-Feb-24,Pitching Innovation,Rahul Dua,Technology/Software,Spatial AI drone,https://vecros.com/,2018.0,2.0,1.0,1.0,,0.0,Young,Delhi,Delhi,0.0,9.0,,,,,,,,,100.0,2.5,4000.0,1,1.0,20.0,1.0,80.0,10.0,2000.0,1.0,,,,,,,,,,,,,,20.0,1.0,80.0,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,GudGum,11,352,22-Jan-24,31-Mar-24,5-Feb-24,Disrupting The Status Quo,Rahul Dua,Food and Beverage,Healthy Chewing Gum brand,https://gudgum.in/,2022.0,2.0,2.0,,,0.0,Young,Bangalore,Karnataka,,,,,,,9.0,,,,50.0,5.0,1000.0,1,1.0,80.0,10.0,,,800.0,4.0,,4.0,80.0,,,,,20.0,2.5,,20.0,2.5,,20.0,2.5,,,,,20.0,2.5,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,EvaScalp,11,353,22-Jan-24,31-Mar-24,5-Feb-24,Disrupting The Status Quo,Rahul Dua,Medical/Health,Post Chemo Scalp Cooling brand,https://evascalpcooling.co.in/,2020.0,1.0,1.0,,,0.0,Middle,Mumbai,Maharashtra,59.0,10.0,85.0,,,yes,,yes,,,30.0,1.2,2500.0,1,1.0,30.0,1.8,,,1666.666667,3.0,,,,,10.0,0.6,,,,,,,,10.0,0.6,,,,,10.0,0.6,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,Elitty,11,354,22-Jan-24,31-Mar-24,5-Feb-24,Disrupting The Status Quo,Rahul Dua,Beauty/Fashion,Teenage Make-up,https://elittybeauty.com/,2021.0,2.0,,2.0,,0.0,Middle,Gurgaon,Haryana,113.0,11.0,36.0,,,yes,,,,,100.0,4.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,HoneyTwigs,12,355,22-Jan-24,31-Mar-24,6-Feb-24,Showcase Of Innovation,Rahul Dua,Food and Beverage,Honey products,https://honeytwigs.co/,2015.0,3.0,3.0,,,0.0,Middle,Delhi,Delhi,400.0,35.0,,,,,,,,,75.0,3.0,2500.0,1,1.0,75.0,3.0,,,2500.0,3.0,,,,,,,,,,,25.0,1.0,,,,,25.0,1.0,,25.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,Koparo,12,356,22-Jan-24,31-Mar-24,6-Feb-24,Showcase Of Innovation,Rahul Dua,Food and Beverage,Coconut based Cleaning Products,https://koparoclean.com/,2020.0,1.0,,1.0,,0.0,Middle,Delhi,Delhi,450.0,80.0,,,,,,,,,70.0,1.0,7000.0,1,1.0,70.0,1.0,,,7000.0,2.0,,,,,,,,35.0,0.5,,,,,35.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,2Ballz,12,357,22-Jan-24,31-Mar-24,6-Feb-24,Showcase Of Innovation,Rahul Dua,Beauty/Fashion,Mens Innerwear,https://2ballz.com/,2023.0,3.0,3.0,,,0.0,Middle,Indore,Madhya Pradesh,,164.0,,,,,,,,,30.0,5.0,600.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,JewelBox,13,358,22-Jan-24,31-Mar-24,7-Feb-24,Innovation Unleashed,Rahul Dua,Beauty/Fashion,Lab Grown Diamond Jewellery Brand,https://jewelbox.co.in/,2022.0,2.0,1.0,1.0,,0.0,Middle,Kolkata,West Bengal,520.0,,,,,,,,,,100.0,2.0,5000.0,1,1.0,200.0,6.0,,,3333.333333,5.0,,,,,,,,40.0,1.2,,,,,40.0,1.2,,40.0,1.2,,40.0,1.2,,,,,40.0,1.2,,Radhika Gupta,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,DaakRoom,13,359,22-Jan-24,31-Mar-24,7-Feb-24,Innovation Unleashed,Rahul Dua,Business Services,Letter Writing Services,https://daakroom.com/,2013.0,2.0,,2.0,,0.0,Middle,Delhi,Delhi,90.0,,,,,,,,,,36.0,4.0,900.0,1,1.0,36.0,6.0,,,600.0,1.0,yes,,,,,,,,,,,,,,,,,,,36.0,6.0,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,Nuvedo,13,360,22-Jan-24,31-Mar-24,7-Feb-24,Innovation Unleashed,Rahul Dua,Food and Beverage,Mushroom Growing Service,https://nuvedo.com/,2021.0,2.0,1.0,1.0,,1.0,Middle,Bangalore,Karnataka,25.0,,,,,,6.0,,,,50.0,3.0,1666.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,WALK,14,361,22-Jan-24,31-Mar-24,8-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,Wearable Mobility Aid,https://www.lifesparktech.com/,2018.0,1.0,1.0,,,0.0,Young,Mumbai,Maharashtra,,,,,,,,yes,,,50.0,1.5,3333.333333,1,1.0,50.0,2.3,,,2173.913043,2.0,,,,,,,,,,,25.0,1.15,,25.0,1.15,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,RajaRaniCoaching,14,362,22-Jan-24,31-Mar-24,8-Feb-24,Pitch Perfect,Rahul Dua,Beauty/Fashion,Clothes Tailoring Academy,https://www.rajaranicoaching.com/,2021.0,2.0,1.0,1.0,,1.0,Young,Surat,Gujarat,200.0,,,,,,,,,,130.0,5.0,2600.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,DecodeAge,14,363,22-Jan-24,31-Mar-24,8-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,Age Longetivity Supplements,https://decodeage.com/,2021.0,3.0,3.0,,,0.0,Middle,Bangalore,Karnataka,1100.0,,70.0,,,yes,10.0,,,,100.0,1.25,8000.0,1,1.0,100.0,2.25,,,4444.444444,1.0,,1.0,150.0,,,,,,,,100.0,2.25,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,ALittleExtra,15,364,22-Jan-24,31-Mar-24,9-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Hand Made Fabric Jewellery,https://alittleextra.co.in,,1.0,,1.0,,0.0,Middle,Guwahati,Assam,122.0,,,11.0,,,,,,,48.0,6.0,800.0,1,1.0,60.0,7.5,,,800.0,2.0,,,,,,,,30.0,3.75,,30.0,3.75,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,Assembly,15,365,22-Jan-24,31-Mar-24,9-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://assemblytravel.com/,2018.0,2.0,2.0,,,0.0,Middle,Gurugram,Haryana,1150.0,,,,,,,yes,,yes,85.0,1.0,8500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,NasherMiles,15,366,22-Jan-24,31-Mar-24,9-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://nashermiles.com/,2017.0,3.0,2.0,1.0,,1.0,Middle,Mumbai,Maharashtra,5700.0,,,,,,,,,yes,300.0,0.75,40000.0,1,1.0,300.0,1.5,,,20000.0,5.0,,1.0,300.0,,60.0,0.3,,60.0,0.3,,60.0,0.3,,60.0,0.3,,,,,60.0,0.3,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,AltCo,16,367,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Food and Beverage,Plant based dairy products,https://alt.company/,2020.0,2.0,2.0,,,0.0,Middle,Bangalore,Karnataka,1000.0,110.0,,,,yes,,,,,150.0,2.0,7500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0
3,Without,16,368,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Beauty/Fashion,Products made from Waste Plastic,https://without.live,2020.0,1.0,1.0,,,0.0,Middle,Pune,Maharashtra,,,,,,,,yes,,,75.0,1.0,7500.0,1,1.0,75.0,3.0,,,2500.0,2.0,,,,,,,,,,,,,,,,,37.5,1.5,,,,,,,,37.5,1.5,,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0
3,Kibo,16,369,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Technology/Software,TrestleLabs Optical Character Recognition,https://www.trestlelabs.com/,2019.0,2.0,1.0,1.0,,1.0,Middle,"Faridabad,Ahmedabad","Haryana,Gujarat",135.0,,,30.0,,,,yes,,,60.0,1.0,6000.0,1,1.0,60.0,6.0,,,1000.0,2.0,,,,,,,,,,,,,,,,,30.0,3.0,,,,,,,,30.0,3.0,,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0
3,VOLD,17,370,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Food and Beverage,Energy Drink,https://www.voldenergy.in/,2022.0,1.0,1.0,,,0.0,Young,Ahmednagar,Maharashtra,,3.0,38.0,25.0,,,,,,,50.0,2.0,2500.0,1,1.0,10.0,10.0,40.0,3.0,100.0,1.0,,3.0,40.0,,,,,,,,,,,10.0,10.0,40.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Quirksmith,17,371,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Beauty/Fashion,Jewellery,https://quirksmith.com/,2016.0,2.0,,2.0,,0.0,Middle,Agra,Uttar Pradesh,600.0,75.0,,4.0,,,,,,,80.0,1.0,8000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,UrbanSpace,17,372,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Lifestyle/Home,Home Interiors,https://www.urbanspacestore.in/,,2.0,1.0,1.0,,1.0,Middle,Ahmedabad,Gujarat,2050.0,800.0,,,,,1200.0,,,,180.0,1.0,18000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,HyperLab,18,373,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Fitness/Sports/Outdoors,"Sports analytics for agility, strength, reflexes, and stamina",https://www.hyperlab.life/,2023.0,3.0,3.0,,,0.0,Young,Ahmedabad,Gujarat,,,,,,,,yes,,,10.0,1.0,1000.0,1,1.0,25.0,1.0,,,2500.0,1.0,,,,,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,EcoBiotraps,18,374,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Green/CleanTech,Mosquito Breeding Prevention,https://ecobiotraps.com/,2022.0,3.0,2.0,1.0,,0.0,Middle,"Ahmedabad,Pune","Gujarat,Maharashtra",84.0,8.0,25.0,4.0,,,,yes,,,50.0,2.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Hoora,18,375,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Technology/Software,Auto Care App,https://hoora.in/,2019.0,2.0,2.0,,,0.0,Middle,Nagpur,Maharashtra,,31.0,60.0,,,,,yes,,,80.0,2.0,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,YesMadam,19,376,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Beauty/Fashion,Saloon service app,https://www.yesmadam.com/,2016.0,4.0,3.0,1.0,,0.0,Middle,Delhi,Delhi,5000.0,,,,,,,,,,150.0,0.5,30000.0,1,1.0,150.0,2.0,,,7500.0,4.0,,2.0,150.0,,,,,37.5,0.5,,,,,37.5,0.5,,37.5,0.5,,37.5,0.5,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,Zerodor,19,377,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Lifestyle/Home,Waterless Urinal Technology,https://www.zerodor.in/,2014.0,2.0,2.0,,,0.0,Middle,"Ahmedabad,Mumbai","Gujarat,Maharashtra",280.0,,,7.0,,,,yes,,,100.0,3.0,3333.333333,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,ToffeeCoffeeRoasters,19,378,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Food and Beverage,Coffee brand,https://toffeecoffeeroasters.com/,2019.0,2.0,1.0,1.0,,1.0,Middle,Bangalore,Karnataka,230.0,33.0,62.0,,,yes,,,,,60.0,2.0,3000.0,1,1.0,35.0,2.33,25.0,10.0,1502.145923,1.0,,,,,,,,,,,,,,,,,,,,35.0,2.33,25.0,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,PushSports,20,379,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Fitness/Sports/Outdoors,Kids & young adults for recreation & professional sport,https://pushsports.in/,2017.0,2.0,2.0,,,0.0,Middle,Delhi,Delhi,900.0,50.0,,,,,,,,,80.0,1.0,8000.0,1,1.0,80.0,4.0,,,2000.0,2.0,,2.0,160.0,,,,,40.0,2.0,,,,,,,,40.0,2.0,,,,,,,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,ORBO,20,380,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Technology/Software,AI-powered tools for beauty brands,https://www.orbo.ai/,2019.0,3.0,3.0,,,0.0,Middle,Mumbai,Maharashtra,,18.0,,,,yes,,,,,100.0,0.75,13333.33333,1,1.0,100.0,1.0,,,10000.0,1.0,yes,,,,,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,CannazoIndia,20,381,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Beauty/Fashion,"Medical cannabis, alternative medications",https://cannazoindia.com/,2022.0,3.0,2.0,1.0,,0.0,Middle,Mumbai,Maharashtra,50.0,18.0,,,,,,,,,150.0,5.0,3000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,Chefling,21,382,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,DIY Food Products,https://chefling.in/,2020.0,1.0,1.0,,,0.0,Young,Mumbai,Maharashtra,20.0,2.0,70.0,45.0,,,,,,,40.0,10.0,400.0,1,1.0,40.0,16.0,,,250.0,4.0,,,,,10.0,4.0,,,,,,,,,,,10.0,4.0,,,,,10.0,4.0,,10.0,4.0,,Azhar Iqubal,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,IntenseFocus,21,383,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Beauty/Fashion,Designer Eye Wear,https://intensefocus.com/,2021.0,1.0,1.0,,,0.0,Middle,,,825.0,100.0,60.0,,,,,,,,500.0,5.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,MilletAmma,21,384,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,Millet based Products,https://milletamma.com/,2017.0,2.0,1.0,1.0,,1.0,Middle,Bangalore,Karnataka,220.0,33.0,,,,,,,,,100.0,3.0,3333.333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,D'chica,22,385,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Innerwears for Teenage Girls,https://www.dchica.in/,2020.0,2.0,,2.0,,0.0,Middle,Delhi,Delhi,1030.0,120.0,,,,yes,,,,,80.0,1.0,8000.0,1,1.0,80.0,2.0,,,4000.0,2.0,,,,,40.0,1.0,,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Refit,22,386,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Electronics,Refurbished Phones,https://refitglobal.com/,2017.0,2.0,2.0,,,0.0,Middle,Delhi,Delhi,18700.0,3500.0,14.0,,,,,,yes,,200.0,0.5,40000.0,1,1.0,200.0,1.0,,,20000.0,3.0,,1.0,300.0,,,,,66.66,0.33,,66.66,0.33,,,,,,,,,,,66.66,0.33,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,HouseOfBeautyIndia,22,387,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Skin care Products,https://houseofbeautyindia.com/,2021.0,1.0,,1.0,,0.0,Middle,Delhi,Delhi,,40.0,,,,,,,yes,,150.0,5.0,3000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Artinci,23,388,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Food and Beverage,Zero Sugar Desserts,https://www.artinci.com/,2017.0,2.0,1.0,1.0,,1.0,Middle,Bangalore,Karnataka,440.0,33.0,62.0,,,yes,,yes,,,50.0,1.75,2857.142857,1,1.0,50.0,5.0,,,1000.0,1.0,yes,1.0,75.0,,,,,50.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
3,TheRageRoom,23,389,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Business Services,Anger Management activities,https://rageroom.in/,2022.0,1.0,1.0,,,0.0,Middle,Hyderabad,Telangana,,,,,,,,,,,20.0,30.0,66.66666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
3,Aastey,23,390,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Beauty/Fashion,Athleisure Wear Company,https://aastey.com/,2021.0,2.0,,2.0,,0.0,Middle,"Delhi,Mumbai","Delhi,Maharashtra",,150.0,,,,,,,,,80.0,2.0,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
3,Matri,24,391,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Medical/Health,Period Pain Relieving Devices,https://getmatri.com/,,2.0,2.0,,,0.0,Middle,Kolkata,West Bengal,,,,,,,,yes,,,60.0,4.0,1500.0,1,1.0,60.0,4.0,,,1500.0,2.0,,,,,30.0,2.0,,,,,,,,30.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,Rubbabu,24,392,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Manufacturing,Rubber Foam Toys for kids,https://rubbabu.com/,2020.0,3.0,1.0,2.0,,1.0,Old,Delhi,Delhi,400.0,52.0,,,,,,,,,200.0,5.0,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,GulaboJaipur,24,393,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Beauty/Fashion,Traditional Jaipur Clothing,https://www.gulabojaipur.com/,2014.0,2.0,1.0,1.0,,1.0,Middle,Jaipur,Rajasthan,450.0,72.0,,,15.0,,,,,,90.0,1.0,9000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,AristaVault,25,394,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Manufacturing,Follow me suitcases,https://www.aristavault.com/,2018.0,2.0,1.0,1.0,,0.0,Middle,Delhi,Delhi,360.0,65.0,,,,,,,,,45.0,1.5,3000.0,1,1.0,20.0,1.0,25.0,18.0,2000.0,1.0,yes,,,,,,,,,,20.0,1.0,25.0,,,,,,,,,,,,,,,,,"Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0
3,ToHands,25,395,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Technology/Software,App to sync transactions with calculator,https://smart.tohands.in/,2023.0,3.0,3.0,,,0.0,Young,"Erode,Kanpur","Tamil Nadu,Uttar Pradesh",,,,,,,,,,,55.0,1.0,5500.0,1,1.0,60.0,2.0,,,3000.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2.0,,"Varun Dua,Radhika Gupta","Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0
3,PlusGold,25,396,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Technology/Software,Jewellery savings app that integrates digital gold investment,https://plusgold.in/,2022.0,2.0,2.0,,,0.0,Middle,Bangalore,Karnataka,,,,,,,,,,,60.0,1.0,6000.0,1,1.0,60.0,1.5,,,4000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,1.5,,Varun Dua,"Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0
3,Aroleap,26,397,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Medical/Health,Smart Home Gym,https://www.aroleap.com/,2020.0,3.0,3.0,,,0.0,Middle,Bangalore,Karnataka,100.0,,,,,yes,,yes,funded,,100.0,2.5,4000.0,1,1.0,100.0,5.0,,,2000.0,4.0,,,,,,,,,,,25.0,1.25,,,,,25.0,1.25,,,,,25.0,1.25,,25.0,1.25,,Azhar Iqubal,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,Cosmix,26,398,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Medical/Health,Herbal Super Supplements,https://cosmix.in/,2019.0,2.0,1.0,1.0,,1.0,Middle,,,750.0,,70.0,,11.0,,25.0,,yes,,100.0,1.0,10000.0,1,1.0,100.0,1.0,,,10000.0,1.0,,1.0,100.0,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,Fabriclore,26,399,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Beauty/Fashion,Custom Fabric Sourcing,https://fabriclore.com/,2016.0,3.0,3.0,,,0.0,Middle,Jaipur,Rajasthan,1000.0,,,,,,,,funded,,68.7,1.0,6870.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,PolishMePretty,27,400,22-Jan-24,31-Mar-24,27-Feb-24,Entrepreneur's Path To Success,Rahul Dua,Beauty/Fashion,Nail Art Brand,https://www.polishmepretty.in/,2022.0,1.0,,1.0,,0.0,Young,Pune,Maharashtra,,,,,,,,,,,25.0,25.0,100.0,1,1.0,25.0,25.0,,,100.0,1.0,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
