Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
2,Angrakhaa,13,189,2-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Rahul Dua,Beauty/Fashion,Contemporary Indian clothing,https://www.angrakhaa.com/,2018.0,2.0,,2.0,,0.0,Young,Delhi,Delhi,,,,,,,,,,,40.0,5.0,800.0,1,1.0,40.0,20.0,,,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,40.0,20.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Diabexy,13,190,2-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Rahul Dua,Food and Beverage,Diabetes Friendly Food Products,https://diabexy.com/,2016.0,2.0,1.0,1.0,,1.0,Middle,Gurgaon,Haryana,,100.0,,,,,,,,,150.0,1.0,15000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Kyari,14,191,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Manufacturing,Smart stick Guardian,https://kyari.in/,2018.0,2.0,1.0,1.0,,0.0,Young,Ghaziabad,Uttar Pradesh,,10.0,,,,,,,,,51.0,1.0,5100.0,1,1.0,51.0,6.0,,,850.0,2.0,,,,,,,,,,,25.5,3.0,,,,,25.5,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,MoppFoods,14,192,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Food and Beverage,Mad over Parathas Pakodas,https://moppfoods.com/,,2.0,1.0,1.0,,1.0,Middle,Delhi,Delhi,,,,,,,,,,,75.0,2.25,3333.333333,1,1.0,75.0,5.0,,,1500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,75.0,5.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Econiture,14,193,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Green/CleanTech,Furniture from plastic waste,https://www.econiture.com/,,4.0,4.0,,,0.0,Middle,Amaravati,Maharashtra,,,,,,,,,,,50.0,8.0,625.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Dobiee,15,194,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Food and Beverage,CANDIES MUSKIEE TOYS,https://www.dobiee.com/,2021.0,2.0,2.0,,,0.0,Middle,Shinde,Maharashtra,,32.0,23.0,,,,,,,,72.0,2.0,3600.0,1,1.0,72.0,6.5,,,1107.692308,1.0,,,,,,,,,,,,,,,,,,,,,,,72.0,6.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,FastBeetle,15,195,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Business Services,Local courier and parcel service,https://www.fastbeetle.com/,2019.0,2.0,2.0,,,0.0,Young,Srinagar,Jammu & Kashmir,,25.0,54.0,,,yes,,,,,90.0,3.0,3000.0,1,1.0,90.0,7.5,,,1200.0,2.0,,,,,,,,,,,,,,45.0,3.75,,45.0,3.75,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Pflow,15,196,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Medical/Health,Disposable uroflowmetry system,https://tejnaksh.com/our-domains/healthcare-equipment/p-flow/,2021.0,2.0,1.0,1.0,,1.0,Middle,Dhule,Maharashtra,,,80.0,,,,,,,,60.0,1.0,6000.0,1,1.0,60.0,6.0,,,1000.0,2.0,,,,,30.0,3.0,,,,,,,,,,,,,,,,,30.0,3.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,VSMani,16,197,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Food and Beverage,Coffee and snacks,https://vsmani.com/,2020.0,3.0,3.0,,,0.0,Middle,Bangalore,Karnataka,,63.0,,,,yes,,,,,60.0,1.5,4000.0,1,1.0,19.0,1.0,41.0,10.0,1900.0,1.0,,,,,19.0,1.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Sepal,16,198,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Manufacturing,Bike Accessories,https://sepal.in/,,2.0,2.0,,,0.0,Middle,Hyderabad,Telangana,,,37.0,,,,,,,,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,,,,,,,,,,,,,,,,50.0,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Solinas,16,199,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Business Services,"Products organise the management of pipelines,manholes and septic tanks",https://solinas.in/,2020.0,4.0,3.0,1.0,,0.0,Middle,Chennai,Tamil Nadu,120.0,,,,,,,,,,90.0,2.0,4500.0,1,1.0,90.0,3.0,,,3000.0,2.0,,,,,,,,,,,45.0,1.5,,,,,45.0,1.5,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,AvimeeHerbal,17,200,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,Ayurveda hair skin products,https://avimeeherbal.com/,2021.0,5.0,3.0,2.0,,1.0,Middle,Surat,Gujarat,,165.0,69.0,,,,,,,,280.0,0.5,56000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,eyenic,17,201,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,Eyewear,https://eyenic.in/,2017.0,2.0,2.0,,,0.0,Middle,Delhi,Delhi,,15.0,45.0,21.0,,,,,,,75.0,6.0,1250.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,ekatra,17,202,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Lifestyle/Home,Handmade paper goods,https://ekatrahandmade.com/,2019.0,2.0,,2.0,,0.0,Middle,Kota,Rajasthan,,5.0,80.0,28.0,,,,,,,40.0,10.0,400.0,1,1.0,20.0,20.0,20.0,,100.0,2.0,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,10.0,10.0,10.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Raasa,18,203,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Food and Beverage,Food karts,https://raasakarts.com/,2022.0,1.0,1.0,,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,50.0,5.0,1000.0,1,1.0,50.0,25.0,,,200.0,1.0,,,,,,,,,,,50.0,25.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,NeoMotion,18,204,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Manufacturing,Wheelchairs,https://www.neomotion.in/,2020.0,3.0,3.0,,,0.0,Middle,Chennai,Tamil Nadu,470.0,,,,,,,,,,100.0,1.0,10000.0,1,1.0,100.0,1.0,,,10000.0,1.0,,,,,,,,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,licksters,18,205,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Food and Beverage,Icecreams ice-pops,https://www.licksters.com/,,2.0,1.0,1.0,,1.0,Middle,Nagpur,Maharashtra,86.0,14.0,,,,,,,,,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,,500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,25.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Sayonara,18,206,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Beauty/Fashion,Petticoat,,,1.0,1.0,,,0.0,Middle,Kolkata,West Bengal,0.0,,,,,,,yes,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,PMV,19,207,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,https://pmvelectric.com/,2018.0,1.0,1.0,,,0.0,Middle,Mumbai,Maharashtra,0.0,,,,,,,,,,100.0,1.0,10000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,SpiceStory,19,208,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Food and Beverage,Indian Sauces Chutneys,https://spice-story.in/,2019.0,3.0,2.0,1.0,,0.0,Middle,Mumbai,Maharashtra,410.0,57.0,,,,,,,,,70.0,2.0,3500.0,1,1.0,70.0,5.0,,,1400.0,1.0,,,,,70.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Bullspree,19,209,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Technology/Software,App to learn stock market basics,https://bullspree.com/,2020.0,3.0,3.0,,,0.0,Middle,Ahmedabad,Gujarat,,,,,,yes,,,,,75.0,1.5,5000.0,1,1.0,75.0,2.86,,,2622.377622,2.0,,,,,,,,,,,,,,37.5,1.43,,37.5,1.43,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Snitch,20,210,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,Menswear,https://www.snitch.co.in/,2020.0,1.0,1.0,,,0.0,Middle,Bangalore,Karnataka,,,,,,,,,,,150.0,0.5,30000.0,1,1.0,150.0,1.5,,,10000.0,5.0,,,,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Portl,20,211,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Business Services,Portl studio gym,https://portl.co/,2021.0,3.0,3.0,,,0.0,Middle,Hyderabad,Telangana,,,45.0,,,,,,,,150.0,1.0,15000.0,1,1.0,150.0,2.5,,,6000.0,3.0,,,,,50.0,0.833,,,,,,,,50.0,0.833,,50.0,0.833,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,FatToSlim,20,212,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,Diet Plan Weight Loss,http://fattoslimbangalore.com/,2016.0,1.0,,1.0,,0.0,Middle,Bangalore,Karnataka,,14.0,,,,,,,,,20.0,1.0,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,CheeseCake&Co.,21,213,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Food and Beverage,Cakes Slices,https://cheesecakeco.in/,2018.0,2.0,1.0,1.0,,1.0,Middle,Delhi,Delhi,,194.0,,,,,,,,,100.0,2.0,5000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Dabble,21,214,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Manufacturing,Paints Crayons Brushes,https://dabbleplayart.com/,2018.0,2.0,,2.0,,0.0,Middle,Bangalore,Karnataka,33.0,8.7,75.0,,,,,,,,50.0,10.0,500.0,1,1.0,15.0,10.0,35.0,0.0,150.0,1.0,,,,,,,,,,,,,,15.0,10.0,35.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,CloudTailor,21,215,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Business Services,Custom tailor online,https://www.cloudtailor.com/,2020.0,3.0,2.0,1.0,,1.0,Middle,"Bangalore,Hyderabad","Karnataka,Telangana",,34.0,,,,yes,,,,,100.0,1.4,7142.857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,BeUnic,21,216,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Business Services,Platform for LGBTQ+ creators and entrepreneurs,https://beunic.in/,2019.0,3.0,1.0,1.0,1.0,0.0,Middle,Noida,Uttar Pradesh,50.0,6.0,,,,,,,,,100.0,10.0,1000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Broomees,22,217,2-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Business Services,Helpers homemakers for your home,https://broomees.com/,2020.0,3.0,2.0,1.0,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,80.0,2.0,4000.0,1,1.0,100.0,3.0,,,3333.333333,3.0,,,,,33.33,1.0,,,,,,,,33.33,1.0,,33.33,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Ravel,22,218,2-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Beauty/Fashion,Custom Hair Products,https://www.ravelcare.com/,2021.0,1.0,1.0,,,0.0,Middle,Amaravati,Maharashtra,,40.0,,,,,,,,,75.0,2.5,3000.0,1,1.0,75.0,10.0,,,750.0,1.0,,,,,,,,,,,75.0,10.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,HoneyVeda,22,219,2-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Food and Beverage,Honey in natural nutritious form,https://www.honeyveda.in/,,2.0,2.0,,,0.0,Middle,Ahmedabad,Gujarat,53.0,,20.0,,,,,,,,75.0,7.5,1000.0,1,1.0,50.0,20.0,25.0,12.0,250.0,2.0,,,,,,,,25.0,10.0,12.5,25.0,10.0,12.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,PadCare,23,220,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Manufacturing,Menstrual hygiene disposal solution,https://www.padcarelabs.com/,2018.0,1.0,1.0,,,0.0,Young,Pune,Maharashtra,,14.0,,,,yes,,,,,50.0,2.0,2500.0,1,1.0,100.0,4.0,,,2500.0,4.0,,,,,25.0,1.0,,25.0,1.0,,25.0,1.0,,,,,25.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,SwadeshiBlessings,23,221,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Lifestyle/Home,Clay utensils and cookwares,https://www.swadeshiblessings.in/,2020.0,3.0,1.0,2.0,,0.0,Middle,Udaipur,Rajasthan,120.0,28.0,60.0,,,,,,,,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,12.0,500.0,2.0,,,,,12.5,2.5,12.5,12.5,2.5,12.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,OLL,23,222,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Technology/Software,Online Live Learning Skill development classes,https://www.oll.co/,,1.0,1.0,,,0.0,Young,Mumbai,Maharashtra,,,,,,,,,,,30.0,2.0,1500.0,1,1.0,30.0,5.0,,,600.0,2.0,,,,,,,,15.0,2.5,,,,,,,,15.0,2.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Febris,23,223,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",https://www.febris.in/,2018.0,2.0,2.0,,,0.0,Middle,Ferozepur,Punjab,110.0,12.0,,20.0,,,,,,,100.0,2.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Geeani,24,224,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Vehicles/Electrical Vehicles,Smallest EV tractor,,2022.0,3.0,2.0,1.0,,0.0,Middle,Ahmedabad,Gujarat,,,,,,,,,,,75.0,7.5,1000.0,1,1.0,100.0,10.0,,,1000.0,3.0,,,,,,,,33.33,3.33,,33.33,3.33,,33.33,3.33,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Amore,24,225,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Food and Beverage,Gelato Ice Cream Online,https://www.amoregelato.com/,,2.0,2.0,,,0.0,Middle,"Hyderabad,Mumbai","Telangana,Maharashtra",,,,,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,7.5,,,1000.0,1.0,yes,,,,,,,,,,75.0,7.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,LeafyAffair,24,226,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Beauty/Fashion,Botanical Jewellery,https://leafyaffair.com/,,1.0,1.0,,,0.0,Middle,Bangalore,Karnataka,110.0,21.0,80.0,,,,,,,,50.0,2.5,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,ScrapUncle,25,227,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Green/CleanTech,Sell scrap recyclables online,https://scrapuncle.com/,2020.0,1.0,1.0,,,0.0,Young,Delhi,Delhi,600.0,,25.0,,,,,,,,60.0,3.0,2000.0,1,1.0,60.0,5.0,,,1200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,60.0,5.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,SharmaJiKiAata,25,228,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Food and Beverage,Freshly milled atta,https://sharmajikaaata.com/,2019.0,2.0,1.0,1.0,,0.0,Middle,Pune,Maharashtra,,,63.0,38.0,,,,,,,40.0,10.0,400.0,1,1.0,40.0,20.0,,,200.0,1.0,,,,,,,,,,,40.0,20.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Manetain,25,229,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Beauty/Fashion,Curly Hair Care Products,https://manetain.in/,,2.0,,2.0,,0.0,Young,"Kochi,Mumbai","Kerala,Maharashtra",100.0,12.0,60.0,,,,,,,,75.0,2.5,3000.0,1,1.0,75.0,10.0,,,750.0,1.0,,,,,,,,,,,,,,75.0,10.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,GavinParis,26,230,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Beauty/Fashion,Gender-Neutral Fashion,https://www.gavinparis.com/,2022.0,2.0,2.0,,,0.0,Young,Kolkata,West Bengal,114.0,,60.0,,,,,,,,50.0,5.0,1000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,UnStop,26,231,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Technology/Software,Connecting talent colleges recruiters,https://unstop.com/,2022.0,1.0,1.0,,,0.0,Middle,Delhi,Delhi,1600.0,,90.0,,,,,,,,100.0,1.0,10000.0,1,1.0,200.0,4.0,,,5000.0,4.0,,,,,50.0,1.0,,,,,50.0,1.0,,50.0,1.0,,,,,,,,50.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,BlueTea,26,232,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Food and Beverage,Ayurvedic Herbal Tea,https://bluetea.co.in/,2018.0,2.0,2.0,,,0.0,Middle,"Faridabad,Kolkata","Haryana,West Bengal",1000.0,,,19.0,,,,,,,75.0,1.0,7500.0,1,1.0,50.0,3.0,25.0,12.0,1666.666667,1.0,,,,,,,,,,,,,,50.0,3.0,25.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,TheGreenSnack,27,233,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Food and Beverage,Healthy Snacks Online,https://thegreensnackco.com/,2017.0,2.0,1.0,1.0,,1.0,Middle,Mumbai,Maharashtra,,25.0,,,,yes,,,,,100.0,2.0,5000.0,1,1.0,100.0,8.0,,,1250.0,1.0,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,HobbyIndia,27,234,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,Online Art & Craft Store,https://hobbyindia.store/,,3.0,1.0,2.0,,1.0,Young,Surat,Gujarat,117.0,,,,,,,,,,50.0,3.0,1666.666667,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Flhexible,27,235,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,Composite paper honeycomb panels,https://www.flhexible.com/,2019.0,2.0,1.0,1.0,,1.0,Middle,Jaipur,Rajasthan,16.0,3.5,40.0,25.0,,,,,,,50.0,7.5,666.6666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,UpThrust,27,236,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Fitness/Sports/Outdoors,ESPORTS AND GAMING ORGANISATION,https://www.upthrustesports.com/,2020.0,2.0,2.0,,,0.0,Young,Mumbai,Maharashtra,300.0,33.0,,30.0,,,,,,,75.0,3.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Zoff,28,237,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Food and Beverage,Cool Grind Technology Indian Spices,https://zofffoods.com/,2018.0,2.0,2.0,,,0.0,Middle,Raipur,Chhattisgarh,,700.0,,,,,,,,,100.0,0.5,20000.0,1,1.0,100.0,1.25,,,8000.0,1.0,,,,,,,,,,,,,,100.0,1.25,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,DesiToys,28,238,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Manufacturing,Indian Traditional Toys and Indoor Games,https://www.desitoys.in/,2017.0,1.0,,1.0,,0.0,Middle,Mumbai,Maharashtra,115.0,20.0,50.0,18.0,,,,,,,50.0,3.0,1666.666667,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,CloudWorx,28,239,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Technology/Software,NoCode Enterprise Metaverse App Builder,http://www.cloudworx.ai/,2019.0,1.0,1.0,,,0.0,Middle,Bangalore,Karnataka,,14.0,,,,,,,,,40.0,2.0,2000.0,1,1.0,40.0,3.2,,,1250.0,2.0,yes,,,,20.0,1.6,,,,,20.0,1.6,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Mahantam,29,240,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Manufacturing,Tea Glass Washing Machine,https://mahantam.co.in/,2018.0,2.0,2.0,,,0.0,Young,Banaskantha,Gujarat,,,,,,,,,,,30.0,10.0,300.0,1,1.0,30.0,20.0,,,150.0,5.0,,,,,6.0,4.0,,6.0,4.0,,6.0,4.0,,6.0,4.0,,6.0,4.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,MindPeers,29,241,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Medical/Health,For Mental Strength,https://www.mindpeers.co/,2020.0,2.0,1.0,1.0,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,53.0,1.0,5300.0,1,1.0,106.0,2.0,,,5300.0,4.0,,,,,17.66,0.33,,17.66,0.33,,,,,17.66,0.33,,53.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Barosi,29,242,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Food and Beverage,Fresh & pure milk products,https://www.barosi.in/,2016.0,1.0,1.0,,,0.0,Middle,Pataudi,Haryana,,42.0,40.0,,,yes,,,,,50.0,2.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Daryaganj,30,243,2-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Food and Beverage,North Indian Cuisine restaurant,https://daryaganj.com/,2019.0,3.0,3.0,,,0.0,Middle,Delhi,Delhi,,300.0,,,,,,,,,90.0,0.5,18000.0,1,1.0,90.0,1.0,,,9000.0,1.0,yes,,,,,,,,,,,,,90.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,DhruvVidyut,30,244,2-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,https://www.instagram.com/dhruvvidyutdv/?hl=en,2022.0,1.0,1.0,,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,0.0,0.5,0.0,1,1.0,0.0,0.5,,,0.0,3.0,yes,,,,,,,,,,0.0,0.166,,0.0,0.166,,0.0,0.166,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
